#ID	IMAGE	X-Y-Z	NAME
1422	0	1x1x1	Long-Stemmed Rose [Purple]
1423	0	1x1x1	Long-Stemmed Rose [Pink]
1424	0	1x1x1	Long-Stemmed Rose [Red]
1425	0	1x1x1	Long-Stemmed Rose [Green]
1426	0	1x1x1	Long-Stemmed Rose [Yellow]
1427	0	1x1x1	Long-Stemmed Rose [Blue]
1428	0	1x1x1	0
1429	0	1x1x1	0
1430	0	1x1x1	0
1431	0	1x1x1	0
1432	0	1x1x1	0
1433	1433	2x2x2	Capsized Crate
1434	0	1x1x1	0
1435	1435	1x1x1	Simple Supper Set
1436	0	1x1x1	¿Milkblossom
1437	1437	1x1x1	Ropy Vertical Log
1438	1438	1x1x1	Ropy Horizontal Log
1439	0	1x1x1	0
1440	0	1x1x1	0
1441	0	1x1x1	0
1442	0	1x1x1	0
1443	0	1x1x1	Blackbell
1444	0	1x1x1	Purplotus
1445	0	1x1x1	Scarletulip
1446	0	1x1x1	Emeraldahlia
1447	0	1x1x1	Ultramarose
1448	0	1x1x1	Light Box [White]
1449	0	1x1x1	Light Box [Black]
1450	0	1x1x1	Light Box [Purple]
1451	0	1x1x1	Light Box [Pink]
1452	0	1x1x1	Light Box [Red]
1453	0	1x1x1	Light Box [Green]
1454	0	1x1x1	Light Box [Yellow]
1455	0	1x1x1	Light Box [Blue]
1456	0	1x1x1	¿Stone Workbench
1457	0	2x2x2	¿Stone Workbench
1458	0	1x1x1	0
1459	0	1x1x1	0
1460	0	1x1x1	0
1461	0	1x1x1	0
1462	0	1x1x1	¿Orange Ball
1463	0	1x1x1	¿Blue Ball
1464	0	1x1x1	¿Yellow Ball
1465	0	1x1x1	¿Green Ball
1466	0	1x1x1	¿Red Ball
1467	1467	1x1x1	Left Carpeted Steps
1468	0	1x1x1	Right Carpeted Steps
1469	1469	1x1x1	Brick Border Corner
1470	0	1x1x1	0
1471	0	1x1x1	Stackable Dracky
1472	1472	1x1x1	Stackable Drackyma
1473	1473	1x1x1	Stackable Drackolyte
1474	1474	1x1x1	Pressure Plate
1475	1475	1x1x1	Button
1476	0	1x1x1	¿Altar
1477	0	1x1x1	¿Stained Window Arch
1478	0	1x1x1	¿Stained Window Midsection
1479	0	1x1x1	¿Stained Window Sill
1480	0	2x2x1	Window [White]
1481	0	2x2x1	Window [Black]
1482	0	2x2x1	Window [Purple]
1483	0	2x2x1	Window [Pink]
1484	0	2x2x1	Window [Red]
1485	0	2x2x1	Window [Green]
1486	0	2x2x1	Window [Yellow]
1487	0	2x2x1	Window [Blue]
1488	1488	1x3x1	Banner of Builder
1489	0	1x1x1	Reeds
1490	0	1x1x1	Old Note
1491	0	1x1x1	¿Lock
1492	0	2x2x2	Sewing Station
1493	0	1x1x1	Horizontal Log Cap
1494	0	1x1x1	Vertical Log Cap
1495	0	3x1x3	Builder’s Workbench Lv0
1496	0	2x1x1	Picket Gate [White]
1497	0	2x1x1	Picket Gate [Black]
1498	0	2x1x1	Picket Gate [Purple]
1499	0	2x1x1	Picket Gate [Pink]
1500	0	2x1x1	Picket Gate [Red]
1501	0	2x1x1	Picket Gate [Green]
1502	0	2x1x1	Picket Gate [Yellow]
1503	0	2x1x1	Picket Gate [Blue]
1504	0	1x1x1	Diagonal Fencing
1505	0	1x1x1	Diagonal Fencing
1506	0	1x1x1	Diagonal Fencing
1507	0	1x1x1	Diagonal Fencing
1508	0	1x1x1	Diagonal Fencing
1509	0	1x1x1	Diagonal Fencing
1510	0	1x1x1	Diagonal Fencing
1511	0	1x1x1	Diagonal Fencing
1512	0	1x1x1	Wooden Fencing [White]
1513	0	1x1x1	Wooden Fencing [Black]
1514	0	1x1x1	Wooden Fencing [Purple]
1515	0	1x1x1	Wooden Fencing [Pink]
1516	0	1x1x1	Wooden Fencing [Red]
1517	0	1x1x1	Wooden Fencing [Green]
1518	0	1x1x1	Wooden Fencing [Yellow]
1519	0	1x1x1	Wooden Fencing [Blue]
1520	0	1x1x1	Picket Fencing [White]
1521	0	1x1x1	Picket Fencing [Black]
1522	0	1x1x1	Picket Fencing [Purple]
1523	0	1x1x1	Picket Fencing [Pink]
1524	0	1x1x1	Picket Fencing [Red]
1525	0	1x1x1	Picket Fencing [Green]
1526	0	1x1x1	Picket Fencing [Yellow]
1527	0	1x1x1	Picket Fencing [Blue]
1528	0	1x1x1	Wooden Handrail [White]
1529	0	1x1x1	Wooden Handrail [Black]
1530	0	1x1x1	Wooden Handrail [Purple]
1531	0	1x1x1	Wooden Handrail [Pink]
1532	0	1x1x1	Wooden Handrail [Red]
1533	0	1x1x1	Wooden Handrail [Green]
1534	0	1x1x1	Wooden Handrail [Yellow]
1535	0	1x1x1	Wooden Handrail [Blue]
1536	0	1x1x1	Plank Pathway [White]
1537	0	1x1x1	Plank Pathway [Black]
1538	0	1x1x1	Plank Pathway [Purple]
1539	0	1x1x1	Plank Pathway [Pink]
1540	0	1x1x1	Plank Pathway [Red]
1541	0	1x1x1	Plank Pathway [Green]
1542	0	1x1x1	Plank Pathway [Yellow]
1543	0	1x1x1	Plank Pathway [Blue]
1544	0	1x1x1	¿White Block
1545	0	1x1x1	¿White Block
1546	0	1x1x1	¿White Block
1547	0	1x1x1	¿White Block
1548	0	1x1x1	¿White Block
1549	0	1x1x1	¿White Block
1550	0	1x1x1	¿White Block
1551	0	1x1x1	¿White Block
1552	0	1x1x1	¿White Block
1553	0	1x1x1	¿White Block
1554	0	1x1x1	¿White Block
1555	0	1x1x1	¿White Block
1556	0	1x1x1	¿White Block
1557	0	1x1x1	¿White Block
1558	0	1x1x1	¿White Block
1559	0	1x1x1	¿White Block
1560	0	1x1x1	¿White Block
1561	0	1x1x1	¿White Block
1562	0	1x1x1	¿White Block
1563	0	1x1x1	¿White Block
1564	0	1x1x1	¿White Block
1565	0	1x1x1	¿White Block
1566	0	1x1x1	¿White Block
1567	0	1x1x1	¿White Block
1568	0	1x1x1	¿White Block
1569	0	1x1x1	¿White Block
1570	0	1x1x1	¿White Block
1571	0	1x1x1	¿White Block
1572	0	1x1x1	¿White Block
1573	0	1x1x1	¿White Block
1574	0	1x1x1	¿White Block
1575	0	1x1x1	¿White Block
1576	0	1x1x1	Enormous Table [White]
1577	0	1x1x1	Enormous Table [Black]
1578	0	1x1x1	Enormous Table [Purple]
1579	0	1x1x1	Enormous Table [Pink]
1580	0	1x1x1	Enormous Table [Red]
1581	0	1x1x1	Enormous Table [Green]
1582	0	1x1x1	Enormous Table [Yellow]
1583	0	1x1x1	Enormous Table [Blue]
1584	0	1x1x2	Rustic Bed [White]
1585	0	1x1x2	Rustic Bed [Black]
1586	0	1x1x2	Rustic Bed [Purple]
1587	0	1x1x2	Rustic Bed [Pink]
1588	0	1x1x2	Rustic Bed [Red]
1589	0	1x1x2	Rustic Bed [Green]
1590	0	1x1x2	Rustic Bed [Yellow]
1591	0	1x1x1	Rustic Bed [Blue]
1592	0	1x1x1	Connecting Couch Midsection [White]
1593	0	1x1x1	Connecting Couch Midsection [Black]
1594	0	1x1x1	Connecting Couch Midsection [Purple]
1595	0	1x1x1	Connecting Couch Midsection [Pink]
1596	0	1x1x1	Connecting Couch Midsection [Red]
1597	0	1x1x1	Connecting Couch Midsection [Green]
1598	0	1x1x1	Connecting Couch Midsection [Yellow]
1599	0	1x1x1	Connecting Couch Midsection [Blue]
1600	0	1x1x1	Connecting Couch Left [White]
1601	0	1x1x1	Connecting Couch Left [Black]
1602	0	1x1x1	Connecting Couch Left [Purple]
1603	0	1x1x1	Connecting Couch Left [Pink]
1604	0	1x1x1	Connecting Couch Left [Red]
1605	0	1x1x1	Connecting Couch Left [Green]
1606	0	1x1x1	Connecting Couch Left [Yellow]
1607	0	1x1x1	Connecting Couch Left [Blue]
1608	0	1x1x1	Connecting Couch Right [White]
1609	0	1x1x1	Connecting Couch Right [Black]
1610	0	1x1x1	Connecting Couch Right [Purple]
1611	0	1x1x1	Connecting Couch Right [Pink]
1612	0	1x1x1	Connecting Couch Right [Red]
1613	0	1x1x1	Connecting Couch Right [Green]
1614	0	1x1x1	Connecting Couch Right [Yellow]
1615	0	1x1x1	Connecting Couch Right [Blue]
1616	0	1x1x1	Connecting Couch Corner [White]
1617	0	1x1x1	Connecting Couch Corner [Black]
1618	0	1x1x1	Connecting Couch Corner [Purple]
1619	0	1x1x1	Connecting Couch Corner [Pink]
1620	0	1x1x1	Connecting Couch Corner [Red]
1621	0	1x1x1	Connecting Couch Corner [Green]
1622	0	1x1x1	Connecting Couch Corner [Yellow]
1623	0	1x1x1	Connecting Couch Corner [Blue]
1624	0	1x1x1	Carpented Steps Midsection [White]
1625	0	1x1x1	Carpented Steps Midsection [Black]
1626	0	1x1x1	Carpented Steps Midsection [Purple]
1627	0	1x1x1	Carpented Steps Midsection [Pink]
1628	0	1x1x1	Carpented Steps Midsection [Red]
1629	0	1x1x1	Carpented Steps Midsection [Green]
1630	0	1x1x1	Carpented Steps Midsection [Yellow]
1631	0	1x1x1	Carpented Steps Midsection [Blue]
1632	0	1x1x1	Carpented Steps Right [White]
1633	0	1x1x1	Carpented Steps Right [Black]
1634	0	1x1x1	Carpented Steps Right [Purple]
1635	0	1x1x1	Carpented Steps Right [Pink]
1636	0	1x1x1	Carpented Steps Right [Red]
1637	0	1x1x1	Carpented Steps Right [Green]
1638	0	1x1x1	Carpented Steps Right [Yellow]
1639	0	1x1x1	Carpented Steps Right [Blue]
1640	0	1x1x1	Carpented Steps Left [White]
1641	0	1x1x1	Carpented Steps Left [Black]
1642	0	1x1x1	Carpented Steps Left [Purple]
1643	0	1x1x1	Carpented Steps Left [Pink]
1644	0	1x1x1	Carpented Steps Left [Red]
1645	0	1x1x1	Carpented Steps Left [Green]
1646	0	1x1x1	Carpented Steps Left [Yellow]
1647	0	1x1x1	Carpented Steps Left [Blue]
1648	0	1x1x1	Stage Curtain Left [White]
1649	0	1x1x1	Stage Curtain Left [Black]
1650	0	1x1x1	Stage Curtain Left [Purple]
1651	0	1x1x1	Stage Curtain Left [Pink]
1652	0	1x1x1	Stage Curtain Left [Red]
1653	0	1x1x1	Stage Curtain Left [Green]
1654	0	1x1x1	Stage Curtain Left [Yellow]
1655	0	1x2x1	Stage Curtain Left [Blue]
1656	0	1x1x1	Stage Curtain Right [White]
1657	0	1x1x1	Stage Curtain Right [Black]
1658	0	1x1x1	Stage Curtain Right [Purple]
1659	0	1x1x1	Stage Curtain Right [Pink]
1660	0	1x1x1	Stage Curtain Right [Red]
1661	0	1x1x1	Stage Curtain Right [Green]
1662	0	1x1x1	Stage Curtain Right [Yellow]
1663	0	1x1x1	Stage Curtain Right [Blue]
1664	0	1x1x1	Book [White]
1665	0	1x1x1	Book [Black]
1666	0	1x1x1	Book [Purple]
1667	0	1x1x1	Book [Pink]
1668	0	1x1x1	Book [Red]
1669	0	1x1x1	Book [Green]
1670	0	1x1x1	Book [Yellow]
1671	0	1x1x1	Book [Blue]
1672	0	1x1x1	¿Book [White]
1673	0	1x1x1	¿Book [Black]
1674	0	1x1x1	¿Book [Purple]
1675	0	1x1x1	¿Book [Pink]
1676	0	1x1x1	¿Book [Red]
1677	0	1x1x1	¿Book [Green]
1678	0	1x1x1	¿Book [Yellow]
1679	0	1x1x1	¿Book [Blue]
1680	0	1x1x1	Biblio-Pile [White]
1681	0	1x1x1	Biblio-Pile [Black]
1682	0	1x1x1	Biblio-Pile [Purple]
1683	0	1x1x1	Biblio-Pile [Pink]
1684	0	1x1x1	Biblio-Pile [Red]
1685	0	1x1x1	Biblio-Pile [Green]
1686	0	1x1x1	Biblio-Pile [Yellow]
1687	0	1x1x1	Biblio-Pile [Blue]
1688	0	1x1x1	Pot Plant [White]
1689	0	1x1x1	Pot Plant [Black]
1690	0	1x1x1	Pot Plant [Purple]
1691	0	1x1x1	Pot Plant [Pink]
1692	0	1x1x1	Pot Plant [Red]
1693	0	1x1x1	Pot Plant [Green]
1694	0	1x1x1	Pot Plant [Yellow]
1695	0	1x1x1	Pot Plant [Blue]
1696	0	1x1x1	Nameplate [White]
1697	0	1x1x1	Nameplate [Black]
1698	0	1x1x1	Nameplate [Purple]
1699	0	1x1x1	Nameplate [Pink]
1700	0	1x1x1	Nameplate [Red]
1701	0	1x1x1	Nameplate [Green]
1702	0	1x1x1	Nameplate [Yellow]
1703	0	1x1x1	Nameplate [Blue]
1704	0	2x2x1	Picture Frame [White]
1705	0	2x2x1	Picture Frame [Black]
1706	0	2x2x1	Picture Frame [Purple]
1707	0	2x2x1	Picture Frame [Pink]
1708	0	2x2x1	Picture Frame [Red]
1709	0	2x2x1	Picture Frame [Green]
1710	0	2x2x1	Picture Frame [Yellow]
1711	0	2x2x1	Picture Frame [Blue]
1712	0	2x2x1	Picture Frame [White]
1713	0	2x2x1	Picture Frame [Black]
1714	0	2x2x1	Picture Frame [Purple]
1715	0	2x2x1	Picture Frame [Pink]
1716	0	2x2x1	Picture Frame [Red]
1717	0	2x2x1	Picture Frame [Green]
1718	0	2x2x1	Picture Frame [Yellow]
1719	0	2x2x1	Picture Frame [Blue]
1720	0	2x2x1	Picture Frame [White]
1721	0	2x2x1	Picture Frame [Black]
1722	0	2x2x1	Picture Frame [Purple]
1723	0	2x2x1	Picture Frame [Pink]
1724	0	2x2x1	Picture Frame [Red]
1725	0	2x2x1	Picture Frame [Green]
1726	0	2x2x1	Picture Frame [Yellow]
1727	0	2x2x1	Picture Frame [Blue]
1728	0	2x2x1	Picture Frame [White]
1729	0	2x2x1	Picture Frame [Black]
1730	0	2x2x1	Picture Frame [Purple]
1731	0	2x2x1	Picture Frame [Pink]
1732	0	2x2x1	Picture Frame [Red]
1733	0	2x2x1	Picture Frame [Green]
1734	0	2x2x1	Picture Frame [Yellow]
1735	0	2x2x1	Picture Frame [Blue]
1736	0	2x2x1	Picture Frame [White]
1737	0	2x2x1	Picture Frame [Black]
1738	0	2x2x1	Picture Frame [Purple]
1739	0	2x2x1	Picture Frame [Pink]
1740	0	2x2x1	Picture Frame [Red]
1741	0	2x2x1	Picture Frame [Green]
1742	0	2x2x1	Picture Frame [Yellow]
1743	0	2x2x1	Picture Frame [Blue]
1744	0	2x2x1	Picture Frame [White]
1745	0	2x2x1	Picture Frame [Black]
1746	0	2x2x1	Picture Frame [Purple]
1747	0	2x2x1	Picture Frame [Pink]
1748	0	2x2x1	Picture Frame [Red]
1749	0	2x2x1	Picture Frame [Green]
1750	0	2x2x1	Picture Frame [Yellow]
1751	0	2x2x1	Picture Frame [Blue]
1752	0	2x2x1	Picture Frame [White]
1753	0	2x2x1	Picture Frame [Black]
1754	0	2x2x1	Picture Frame [Purple]
1755	0	2x2x1	Picture Frame [Pink]
1756	0	2x2x1	Picture Frame [Red]
1757	0	2x2x1	Picture Frame [Green]
1758	0	2x2x1	Picture Frame [Yellow]
1759	0	2x2x1	Picture Frame [Blue]
1760	0	2x2x1	Picture Frame [White]
1761	0	2x2x1	Picture Frame [Black]
1762	0	2x2x1	Picture Frame [Purple]
1763	0	2x2x1	Picture Frame [Pink]
1764	0	2x2x1	Picture Frame [Red]
1765	0	2x2x1	Picture Frame [Green]
1766	0	2x2x1	Picture Frame [Yellow]
1767	0	2x2x1	Picture Frame [Blue]
1768	0	2x2x1	Picture Frame [White]
1769	0	2x2x1	Picture Frame [Black]
1770	0	2x2x1	Picture Frame [Purple]
1771	0	2x2x1	Picture Frame [Pink]
1772	0	2x2x1	Picture Frame [Red]
1773	0	2x2x1	Picture Frame [Green]
1774	0	2x2x1	Picture Frame [Yellow]
1775	0	2x2x1	Picture Frame [Blue]
1776	0	2x2x1	Picture Frame [White]
1777	0	2x2x1	Picture Frame [Black]
1778	0	2x2x1	Picture Frame [Purple]
1779	0	2x2x1	Picture Frame [Pink]
1780	0	2x2x1	Picture Frame [Red]
1781	0	2x2x1	Picture Frame [Green]
1782	0	2x2x1	Picture Frame [Yellow]
1783	0	2x2x1	Picture Frame [Blue]
1784	0	3x1x3	Grand Piano [White]
1785	0	3x1x3	Grand Piano [Black]
1786	0	3x1x3	Grand Piano [Purple]
1787	0	3x1x3	Grand Piano [Pink]
1788	0	3x1x3	Grand Piano [Red]
1789	0	3x1x3	Grand Piano [Green]
1790	0	3x1x3	Grand Piano [Yellow]
1791	0	3x1x3	Grand Piano [Blue]
1792	0	1x1x1	High Heels [White]
1793	0	1x1x1	High Heels [Black]
1794	0	1x1x1	High Heels [Purple]
1795	0	1x1x1	High Heels [Pink]
1796	0	1x1x1	High Heels [Red]
1797	0	1x1x1	High Heels [Green]
1798	0	1x1x1	High Heels [Yellow]
1799	0	1x1x1	High Heels [Blue]
1800	0	1x1x1	Distinguished Deckchair [White]
1801	0	1x1x1	Distinguished Deckchair [Black]
1802	0	1x1x1	Distinguished Deckchair [Purple]
1803	0	1x1x1	Distinguished Deckchair [Pink]
1804	0	1x1x1	Distinguished Deckchair [Red]
1805	0	1x1x1	Distinguished Deckchair [Green]
1806	0	1x1x1	Distinguished Deckchair [Yellow]
1807	0	1x1x1	Distinguished Deckchair [Blue]
1808	0	1x1x1	Classy Canopy [White]
1809	0	1x1x1	Classy Canopy [Black]
1810	0	1x1x1	Classy Canopy [Purple]
1811	0	1x1x1	Classy Canopy [Pink]
1812	0	1x1x1	Classy Canopy [Red]
1813	0	1x1x1	Classy Canopy [Green]
1814	0	1x1x1	Classy Canopy [Yellow]
1815	0	1x1x1	Classy Canopy [Blue]
1816	0	1x1x1	Fancy Signpost [White]
1817	0	1x1x1	Fancy Signpost [Black]
1818	0	1x1x1	Fancy Signpost [Purple]
1819	0	1x1x1	Fancy Signpost [Pink]
1820	0	1x1x1	Fancy Signpost [Red]
1821	0	1x1x1	Fancy Signpost [Green]
1822	0	1x1x1	Fancy Signpost [Yellow]
1823	0	1x1x1	Fancy Signpost [Blue]
1824	0	1x1x1	White Coral Colony
1825	0	1x1x1	Black Coral Colony
1826	0	1x1x1	Purple Coral Colony
1827	0	1x1x1	Colossal Coral
1828	0	1x1x1	Red Coral Colony
1829	0	1x1x1	Green Coral Colony
1830	0	1x1x1	Yellow Coral Colony
1831	0	1x1x1	Blue Coral Colony
1832	0	1x1x1	White Coral
1833	0	1x1x1	Black Coral
1834	0	1x1x1	Purple Coral
1835	0	1x1x1	Coral
1836	0	1x1x1	Red Coral
1837	0	1x1x1	Green Coral
1838	0	1x1x1	Yellow Coral
1839	0	1x1x1	Blue Coral
1840	0	1x1x1	Boogie Board
1841	0	1x1x1	Chain
1842	0	1x1x1	Seaweed
1843	1843	1x1x1	Bell
1844	0	1x1x1	0
1845	0	1x1x1	Connecting Window NC [White]
1846	0	1x1x1	Connecting Window NC [Black]
1847	0	1x1x1	Connecting Window NC [Purple]
1848	0	1x1x1	Connecting Window NC [Pink]
1849	0	1x1x1	Connecting Window NC [Red]
1850	0	1x1x1	Connecting Window NC [Green]
1851	0	1x1x1	Connecting Window NC [Yellow]
1852	0	1x1x1	Connecting Window NC [Blue]
1853	0	1x1x1	Connecting Window CE1 [White]
1854	0	1x1x1	Connecting Window CE1 [Black]
1855	0	1x1x1	Connecting Window CE1 [Purple]
1856	0	1x1x1	Connecting Window CE1 [Pink]
1857	0	1x1x1	Connecting Window CE1 [Red]
1858	0	1x1x1	Connecting Window CE1 [Green]
1859	0	1x1x1	Connecting Window CE1 [Yellow]
1860	0	1x1x1	Connecting Window CE1 [Blue]
1861	0	1x1x1	Connecting Window CE2A [White]
1862	0	1x1x1	Connecting Window CE2A [Black]
1863	0	1x1x1	Connecting Window CE2A [Purple]
1864	0	1x1x1	Connecting Window CE2A [Pink]
1865	0	1x1x1	Connecting Window CE2A [Red]
1866	0	1x1x1	Connecting Window CE2A [Green]
1867	0	1x1x1	Connecting Window CE2A [Yellow]
1868	0	1x1x1	Connecting Window CE2A [Blue]
1869	0	1x1x1	Connecting Window CE2C_O0 [White]
1870	0	1x1x1	Connecting Window CE2C_O0 [Black]
1871	0	1x1x1	Connecting Window CE2C_O0 [Purple]
1872	0	1x1x1	Connecting Window CE2C_O0 [Pink]
1873	0	1x1x1	Connecting Window CE2C_O0 [Red]
1874	0	1x1x1	Connecting Window CE2C_O0 [Green]
1875	0	1x1x1	Connecting Window CE2C_O0 [Yellow]
1876	0	1x1x1	Connecting Window CE2C_O0 [Blue]
1877	0	1x1x1	Connecting Window CE2C_O1 [White]
1878	0	1x1x1	Connecting Window CE2C_O1 [Black]
1879	0	1x1x1	Connecting Window CE2C_O1 [Purple]
1880	0	1x1x1	Connecting Window CE2C_O1 [Pink]
1881	0	1x1x1	Connecting Window CE2C_O1 [Red]
1882	0	1x1x1	Connecting Window CE2C_O1 [Green]
1883	0	1x1x1	Connecting Window CE2C_O1 [Yellow]
1884	0	1x1x1	Connecting Window CE2C_O1 [Blue]
1885	0	1x1x1	Connecting Window CE3C_O0 [White]
1886	0	1x1x1	Connecting Window CE3C_O0 [Black]
1887	0	1x1x1	Connecting Window CE3C_O0 [Purple]
1888	0	1x1x1	Connecting Window CE3C_O0 [Pink]
1889	0	1x1x1	Connecting Window CE3C_O0 [Red]
1890	0	1x1x1	Connecting Window CE3C_O0 [Green]
1891	0	1x1x1	Connecting Window CE3C_O0 [Yellow]
1892	0	1x1x1	Connecting Window CE3C_O0 [Blue]
1893	0	1x1x1	Connecting Window CE3C_O1 [White]
1894	0	1x1x1	Connecting Window CE3C_O1 [Black]
1895	0	1x1x1	Connecting Window CE3C_O1 [Purple]
1896	0	1x1x1	Connecting Window CE3C_O1 [Pink]
1897	0	1x1x1	Connecting Window CE3C_O1 [Red]
1898	0	1x1x1	Connecting Window CE3C_O1 [Green]
1899	0	1x1x1	Connecting Window CE3C_O1 [Yellow]
1900	0	1x1x1	Connecting Window CE3C_O1 [Blue]
1901	0	1x1x1	Connecting Window CE3C_O2 [White]
1902	0	1x1x1	Connecting Window CE3C_O2 [Black]
1903	0	1x1x1	Connecting Window CE3C_O2 [Purple]
1904	0	1x1x1	Connecting Window CE3C_O2 [Pink]
1905	0	1x1x1	Connecting Window CE3C_O2 [Red]
1906	0	1x1x1	Connecting Window CE3C_O2 [Green]
1907	0	1x1x1	Connecting Window CE3C_O2 [Yellow]
1908	0	1x1x1	Connecting Window CE3C_O2 [Blue]
1909	0	1x1x1	Connecting Window CE3C_O3 [White]
1910	0	1x1x1	Connecting Window CE3C_O3 [Black]
1911	0	1x1x1	Connecting Window CE3C_O3 [Purple]
1912	0	1x1x1	Connecting Window CE3C_O3 [Pink]
1913	0	1x1x1	Connecting Window CE3C_O3 [Red]
1914	0	1x1x1	Connecting Window CE3C_O3 [Green]
1915	0	1x1x1	Connecting Window CE3C_O3 [Yellow]
1916	0	1x1x1	Connecting Window CE3C_O3 [Blue]
1917	0	1x1x1	Connecting Window CE4_O0 [White]
1918	0	1x1x1	Connecting Window CE4_O0 [Black]
1919	0	1x1x1	Connecting Window CE4_O0 [Purple]
1920	0	1x1x1	Connecting Window CE4_O0 [Pink]
1921	0	1x1x1	Connecting Window CE4_O0 [Red]
1922	0	1x1x1	Connecting Window CE4_O0 [Green]
1923	0	1x1x1	Connecting Window CE4_O0 [Yellow]
1924	0	1x1x1	Connecting Window CE4_O0 [Blue]
1925	0	1x1x1	Connecting Window CE4_O1 [White]
1926	0	1x1x1	Connecting Window CE4_O1 [Black]
1927	0	1x1x1	Connecting Window CE4_O1 [Purple]
1928	0	1x1x1	Connecting Window CE4_O1 [Pink]
1929	0	1x1x1	Connecting Window CE4_O1 [Red]
1930	0	1x1x1	Connecting Window CE4_O1 [Green]
1931	0	1x1x1	Connecting Window CE4_O1 [Yellow]
1932	0	1x1x1	Connecting Window CE4_O1 [Blue]
1933	0	1x1x1	Connecting Window CE4_O2C [White]
1934	0	1x1x1	Connecting Window CE4_O2C [Black]
1935	0	1x1x1	Connecting Window CE4_O2C [Purple]
1936	0	1x1x1	Connecting Window CE4_O2C [Pink]
1937	0	1x1x1	Connecting Window CE4_O2C [Red]
1938	0	1x1x1	Connecting Window CE4_O2C [Green]
1939	0	1x1x1	Connecting Window CE4_O2C [Yellow]
1940	0	1x1x1	Connecting Window CE4_O2C [Blue]
1941	0	1x1x1	Connecting Window CE4_O2A [White]
1942	0	1x1x1	Connecting Window CE4_O2A [Black]
1943	0	1x1x1	Connecting Window CE4_O2A [Purple]
1944	0	1x1x1	Connecting Window CE4_O2A [Pink]
1945	0	1x1x1	Connecting Window CE4_O2A [Red]
1946	0	1x1x1	Connecting Window CE4_O2A [Green]
1947	0	1x1x1	Connecting Window CE4_O2A [Yellow]
1948	0	1x1x1	Connecting Window CE4_O2A [Blue]
1949	0	1x1x1	Connecting Window CE4_O3 [White]
1950	0	1x1x1	Connecting Window CE4_O3 [Black]
1951	0	1x1x1	Connecting Window CE4_O3 [Purple]
1952	0	1x1x1	Connecting Window CE4_O3 [Pink]
1953	0	1x1x1	Connecting Window CE4_O3 [Red]
1954	0	1x1x1	Connecting Window CE4_O3 [Green]
1955	0	1x1x1	Connecting Window CE4_O3 [Yellow]
1956	0	1x1x1	Connecting Window CE4_O3 [Blue]
1957	0	1x1x1	Connecting Window CA [White]
1958	0	1x1x1	Connecting Window CA [Black]
1959	0	1x1x1	Connecting Window CA [Purple]
1960	0	1x1x1	Connecting Window CA [Pink]
1961	0	1x1x1	Connecting Window CA [Red]
1962	0	1x1x1	Connecting Window CA [Green]
1963	0	1x1x1	Connecting Window CA [Yellow]
1964	0	1x1x1	Connecting Window CA [Blue]
1965	1965	3x2x1	Legendary Line Art
1966	0	1x1x1	0
1967	0	1x1x1	0
1968	0	1x1x1	0
1969	0	1x1x1	0
1970	0	1x1x1	0
1971	1971	1x1x1	Dragon Quest Logo
1972	1972	1x1x1	Ornamental Medicinal Herb
1973	1973	1x1x1	Stackable Slime
1974	0	1x1x1	¿White Block
1975	0	1x1x1	Bigonia
1976	1976	1x1x1	Ornamental Chimaera Wing
1977	0	3x4x3	Stationary Statue
1978	0	1x1x1	Stackable Slime [White]
1979	0	1x1x1	Stackable Slime [Black]
1980	0	1x1x1	Stackable Slime [Purple]
1981	0	1x1x1	Stackable Slime [Pink]
1982	0	1x1x1	Stackable Slime [Red]
1983	0	1x1x1	Stackable Slime [Green]
1984	0	1x1x1	Stackable Slime [Yellow]
1985	0	1x1x1	Stackable Slime [Blue]
1986	0	3x3x1	Noticeboard
1987	0	1x1x1	Wooden Bracket [White]
1988	0	1x1x1	Wooden Bracket [Black]
1989	0	1x1x1	Wooden Bracket [Purple]
1990	0	1x1x1	Wooden Bracket [Pink]
1991	0	1x1x1	Wooden Bracket [Red]
1992	0	1x1x1	Wooden Bracket [Green]
1993	0	1x1x1	Wooden Bracket [Yellow]
1994	0	1x1x1	Wooden Bracket [Blue]
1995	0	1x1x1	¿White Block
1996	0	1x1x1	¿White Block
1997	0	1x1x1	¿White Block
1998	0	1x1x1	¿White Block
1999	0	1x1x1	¿White Block
2000	0	1x1x1	¿White Block
2001	0	1x1x1	¿White Block
2002	0	1x1x1	¿White Block
2003	0	1x1x1	Pixelated Protagonist
2004	0	1x1x1	Pixelated Prince
2005	0	1x1x1	Pixelated Princess
2006	0	2x2x1	Iron Workbench Lv0
2007	0	1x1x1	Iron Workbench Lv1
2008	0	2x2x2	Iron Workbench Lv2
2009	0	1x1x1	Iron Workbench Lv3
2010	0	1x2x2	Iron Workbench Lv4
2011	0	1x1x1	¿Deitree Planter ZERO
2012	0	1x1x1	0
2013	0	1x1x1	Magic Cannon
2014	0	1x1x1	0
2015	0	1x1x1	Crack Contraption
2016	0	1x1x1	¿Deitree Remains
2017	0	1x1x1	¿Deitree 1 2
2018	0	1x1x1	¿Deitree 1 3
2019	0	1x1x1	Flat Fancy Roofing
2020	0	1x1x1	Pitched Fancy Roofing
2021	0	1x1x1	Fancy Outer Corner Roofing
2022	0	1x1x1	Fancy Inner Corner Roofing
