#Id	ImageId	Tab	Color	Can be broken by	Default Name
#Need to change all liquids tab to 3.					
1415	153	0	0	0	Plasma Surface Block (<track>)
1416	153	0	0	0	Plasma Small Block (<track>)
1417	153	0	0	0	Plasma Surface Block (<track>)
1418	153	0	0	0	Plasma Surface Block (<track>)
1419	153	0	0	0	Plasma Surface Block (<track>)
1420	153	0	0	0	Plasma Surface Block (<track>)
1421	153	0	0	0	Plasma Surface Block (<track>)
1422	153	0	0	0	Plasma Surface Block (<track>)
1423	153	0	0	0	Plasma Full Block (<track>)
1424	261	3	0	0	Item
1425	101	0	0	0	Clear Water Full Block (<roof>)
1426	101	0	0	0	Clear Water Shallow Block (<roof>)
1427	101	0	0	0	Clear Water Surface Block (<roof>)
1428	101	0	0	0	Clear Water Small Block (<roof>)
1429	101	0	0	0	Clear Water Surface Block (<roof>)
1430	101	0	0	0	Clear Water Surface Block (<roof>)
1431	101	0	0	0	Clear Water Surface Block (<roof>)
1432	101	0	0	0	Clear Water Surface Block (<roof>)
1433	101	0	0	0	Clear Water Surface Block (<roof>)
1434	101	0	0	0	Clear Water Surface Block (<roof>)
1435	101	0	0	0	Clear Water Full Block (<roof>)
1436	139	0	0	0	Hot Water Full Block (<roof>)
1437	139	0	0	0	Hot Water Shallow Block (<roof>)
1438	139	0	0	0	Hot Water Surface Block (<roof>)
1439	139	0	0	0	Hot Water Small Block (<roof>)
1440	139	0	0	0	Hot Water Surface Block (<roof>)
1441	139	0	0	0	Hot Water Surface Block (<roof>)
1442	139	0	0	0	Hot Water Surface Block (<roof>)
1443	139	0	0	0	Hot Water Surface Block (<roof>)
1444	139	0	0	0	Hot Water Surface Block (<roof>)
1445	139	0	0	0	Hot Water Surface Block (<roof>)
1446	139	0	0	0	Hot Water Full Block (<roof>)
1447	134	0	0	0	Poison Full Block (<roof>)
1448	134	0	0	0	Poison Shallow Block (<roof>)
1449	134	0	0	0	Poison Surface Block (<roof>)
1450	134	0	0	0	Poison Small Block (<roof>)
1451	134	0	0	0	Poison Surface Block (<roof>)
1452	134	0	0	0	Poison Surface Block (<roof>)
1453	134	0	0	0	Poison Surface Block (<roof>)
1454	134	0	0	0	Poison Surface Block (<roof>)
1455	134	0	0	0	Poison Surface Block (<roof>)
1456	134	0	0	0	Poison Surface Block (<roof>)
1457	134	0	0	0	Poison Full Block (<roof>)
1458	149	0	0	0	Liquid Lava Full Block (<roof>)
1459	149	0	0	0	Liquid Lava Shallow Block (<roof>)
1460	149	0	0	0	Liquid Lava Surface Block (<roof>)
1461	149	0	0	0	Liquid Lava Small Block (<roof>)
1462	149	0	0	0	Liquid Lava Surface Block (<roof>)
1463	149	0	0	0	Liquid Lava Surface Block (<roof>)
1464	149	0	0	0	Liquid Lava Surface Block (<roof>)
1465	149	0	0	0	Liquid Lava Surface Block (<roof>)
1466	149	0	0	0	Liquid Lava Surface Block (<roof>)
1467	149	0	0	0	Liquid Lava Surface Block (<roof>)
1468	149	0	0	0	Liquid Lava Full Block (<roof>)
1469	135	0	0	0	Bottomless Swamp Full Block (<roof>)
1470	135	0	0	0	Bottomless Swamp Shallow Block (<roof>)
1471	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1472	135	0	0	0	Bottomless Swamp Small Block (<roof>)
1473	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1474	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1475	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1476	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1477	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1478	135	0	0	0	Bottomless Swamp Surface Block (<roof>)
1479	135	0	0	0	Bottomless Swamp Full Block (<roof>)
1480	136	0	0	0	Filthy Water Full Block (<roof>)
1481	136	0	0	0	Filthy Water Shallow Block (<roof>)
1482	136	0	0	0	Filthy Water Surface Block (<roof>)
1483	136	0	0	0	Filthy Water Small Block (<roof>)
1484	136	0	0	0	Filthy Water Surface Block (<roof>)
1485	136	0	0	0	Filthy Water Surface Block (<roof>)
1486	136	0	0	0	Filthy Water Surface Block (<roof>)
1487	136	0	0	0	Filthy Water Surface Block (<roof>)
1488	136	0	0	0	Filthy Water Surface Block (<roof>)
1489	136	0	0	0	Filthy Water Surface Block (<roof>)
1490	136	0	0	0	Filthy Water Full Block (<roof>)
1491	152	0	0	0	Sea Water Full Block (<roof>)
1492	152	0	0	0	Sea Water Shallow Block (<roof>)
1493	152	0	0	0	Sea Water Surface Block (<roof>)
1494	152	0	0	0	Sea Water Small Block (<roof>)
1495	152	0	0	0	Sea Water Surface Block (<roof>)
1496	152	0	0	0	Sea Water Surface Block (<roof>)
1497	152	0	0	0	Sea Water Surface Block (<roof>)
1498	152	0	0	0	Sea Water Surface Block (<roof>)
1499	152	0	0	0	Sea Water Surface Block (<roof>)
1500	152	0	0	0	Sea Water Surface Block (<roof>)
1501	152	0	0	0	Sea Water Full Block (<roof>)
1502	153	0	0	0	Plasma Full Block (<roof>)
1503	153	0	0	0	Plasma Shallow Block (<roof>)
1504	153	0	0	0	Plasma Surface Block (<roof>)
1505	153	0	0	0	Plasma Small Block (<roof>)
1506	153	0	0	0	Plasma Surface Block (<roof>)
1507	153	0	0	0	Plasma Surface Block (<roof>)
1508	153	0	0	0	Plasma Surface Block (<roof>)
1509	153	0	0	0	Plasma Surface Block (<roof>)
1510	153	0	0	0	Plasma Surface Block (<roof>)
1511	153	0	0	0	Plasma Surface Block (<roof>)
1512	153	0	0	0	Plasma Full Block (<roof>)
1513	261	3	0	0	Item
1514	101	0	0	0	Clear Water Full Block (<table>)
1515	101	0	0	0	Clear Water Shallow Block (<table>)
1516	101	0	0	0	Clear Water Surface Block (<table>)
1517	101	0	0	0	Clear Water Small Block (<table>)
1518	101	0	0	0	Clear Water Surface Block (<table>)
1519	101	0	0	0	Clear Water Surface Block (<table>)
1520	101	0	0	0	Clear Water Surface Block (<table>)
1521	101	0	0	0	Clear Water Surface Block (<table>)
1522	101	0	0	0	Clear Water Surface Block (<table>)
1523	101	0	0	0	Clear Water Surface Block (<table>)
1524	101	0	0	0	Clear Water Full Block (<table>)
1525	139	0	0	0	Hot Water Full Block (<table>)
1526	139	0	0	0	Hot Water Shallow Block (<table>)
1527	139	0	0	0	Hot Water Surface Block (<table>)
1528	139	0	0	0	Hot Water Small Block (<table>)
1529	139	0	0	0	Hot Water Surface Block (<table>)
1530	139	0	0	0	Hot Water Surface Block (<table>)
1531	139	0	0	0	Hot Water Surface Block (<table>)
1532	139	0	0	0	Hot Water Surface Block (<table>)
1533	139	0	0	0	Hot Water Surface Block (<table>)
1534	139	0	0	0	Hot Water Surface Block (<table>)
1535	139	0	0	0	Hot Water Full Block (<table>)
1536	134	0	0	0	Poison Full Block (<table>)
1537	134	0	0	0	Poison Shallow Block (<table>)
1538	134	0	0	0	Poison Surface Block (<table>)
1539	134	0	0	0	Poison Small Block (<table>)
1540	134	0	0	0	Poison Surface Block (<table>)
1541	134	0	0	0	Poison Surface Block (<table>)
1542	134	0	0	0	Poison Surface Block (<table>)
1543	134	0	0	0	Poison Surface Block (<table>)
1544	134	0	0	0	Poison Surface Block (<table>)
1545	134	0	0	0	Poison Surface Block (<table>)
1546	134	0	0	0	Poison Full Block (<table>)
1547	149	0	0	0	Liquid Lava Full Block (<table>)
1548	149	0	0	0	Liquid Lava Shallow Block (<table>)
1549	149	0	0	0	Liquid Lava Surface Block (<table>)
1550	149	0	0	0	Liquid Lava Small Block (<table>)
1551	149	0	0	0	Liquid Lava Surface Block (<table>)
1552	149	0	0	0	Liquid Lava Surface Block (<table>)
1553	149	0	0	0	Liquid Lava Surface Block (<table>)
1554	149	0	0	0	Liquid Lava Surface Block (<table>)
1555	149	0	0	0	Liquid Lava Surface Block (<table>)
1556	149	0	0	0	Liquid Lava Surface Block (<table>)
1557	149	0	0	0	Liquid Lava Full Block (<table>)
1558	135	0	0	0	Bottomless Swamp Full Block (<table>)
1559	135	0	0	0	Bottomless Swamp Shallow Block (<table>)
1560	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1561	135	0	0	0	Bottomless Swamp Small Block (<table>)
1562	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1563	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1564	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1565	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1566	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1567	135	0	0	0	Bottomless Swamp Surface Block (<table>)
1568	135	0	0	0	Bottomless Swamp Full Block (<table>)
1569	136	0	0	0	Filthy Water Full Block (<table>)
1570	136	0	0	0	Filthy Water Shallow Block (<table>)
1571	136	0	0	0	Filthy Water Surface Block (<table>)
1572	136	0	0	0	Filthy Water Small Block (<table>)
1573	136	0	0	0	Filthy Water Surface Block (<table>)
1574	136	0	0	0	Filthy Water Surface Block (<table>)
1575	136	0	0	0	Filthy Water Surface Block (<table>)
1576	136	0	0	0	Filthy Water Surface Block (<table>)
1577	136	0	0	0	Filthy Water Surface Block (<table>)
1578	136	0	0	0	Filthy Water Surface Block (<table>)
1579	136	0	0	0	Filthy Water Full Block (<table>)
1580	152	0	0	0	Sea Water Full Block (<table>)
1581	152	0	0	0	Sea Water Shallow Block (<table>)
1582	152	0	0	0	Sea Water Surface Block (<table>)
1583	152	0	0	0	Sea Water Small Block (<table>)
1584	152	0	0	0	Sea Water Surface Block (<table>)
1585	152	0	0	0	Sea Water Surface Block (<table>)
1586	152	0	0	0	Sea Water Surface Block (<table>)
1587	152	0	0	0	Sea Water Surface Block (<table>)
1588	152	0	0	0	Sea Water Surface Block (<table>)
1589	152	0	0	0	Sea Water Surface Block (<table>)
1590	152	0	0	0	Sea Water Full Block (<table>)
1591	153	0	0	0	Plasma Full Block (<table>)
1592	153	0	0	0	Plasma Shallow Block (<table>)
1593	153	0	0	0	Plasma Surface Block (<table>)
1594	153	0	0	0	Plasma Small Block (<table>)
1595	153	0	0	0	Plasma Surface Block (<table>)
1596	153	0	0	0	Plasma Surface Block (<table>)
1597	153	0	0	0	Plasma Surface Block (<table>)
1598	153	0	0	0	Plasma Surface Block (<table>)
1599	153	0	0	0	Plasma Surface Block (<table>)
1600	153	0	0	0	Plasma Surface Block (<table>)
1601	153	0	0	0	Plasma Full Block (<table>)
1602	262	3	0	0	Item (Table)
1603	101	0	0	0	Clear Water Full Block (<light>)
1604	101	0	0	0	Clear Water Shallow Block (<light>)
1605	101	0	0	0	Clear Water Surface Block (<light>)
1606	101	0	0	0	Clear Water Small Block (<light>)
1607	101	0	0	0	Clear Water Surface Block (<light>)
1608	101	0	0	0	Clear Water Surface Block (<light>)
1609	101	0	0	0	Clear Water Surface Block (<light>)
1610	101	0	0	0	Clear Water Surface Block (<light>)
1611	101	0	0	0	Clear Water Surface Block (<light>)
1612	101	0	0	0	Clear Water Surface Block (<light>)
1613	101	0	0	0	Clear Water Full Block (<light>)
1614	139	0	0	0	Hot Water Full Block (<light>)
1615	139	0	0	0	Hot Water Shallow Block (<light>)
1616	139	0	0	0	Hot Water Surface Block (<light>)
1617	139	0	0	0	Hot Water Small Block (<light>)
1618	139	0	0	0	Hot Water Surface Block (<light>)
1619	139	0	0	0	Hot Water Surface Block (<light>)
1620	139	0	0	0	Hot Water Surface Block (<light>)
1621	139	0	0	0	Hot Water Surface Block (<light>)
1622	139	0	0	0	Hot Water Surface Block (<light>)
1623	139	0	0	0	Hot Water Surface Block (<light>)
1624	139	0	0	0	Hot Water Full Block (<light>)
1625	134	0	0	0	Poison Full Block (<light>)
1626	134	0	0	0	Poison Shallow Block (<light>)
1627	134	0	0	0	Poison Surface Block (<light>)
1628	134	0	0	0	Poison Small Block (<light>)
1629	134	0	0	0	Poison Surface Block (<light>)
1630	134	0	0	0	Poison Surface Block (<light>)
1631	134	0	0	0	Poison Surface Block (<light>)
1632	134	0	0	0	Poison Surface Block (<light>)
1633	134	0	0	0	Poison Surface Block (<light>)
1634	134	0	0	0	Poison Surface Block (<light>)
1635	134	0	0	0	Poison Full Block (<light>)
1636	149	0	0	0	Liquid Lava Full Block (<light>)
1637	149	0	0	0	Liquid Lava Shallow Block (<light>)
1638	149	0	0	0	Liquid Lava Surface Block (<light>)
1639	149	0	0	0	Liquid Lava Small Block (<light>)
1640	149	0	0	0	Liquid Lava Surface Block (<light>)
1641	149	0	0	0	Liquid Lava Surface Block (<light>)
1642	149	0	0	0	Liquid Lava Surface Block (<light>)
1643	149	0	0	0	Liquid Lava Surface Block (<light>)
1644	149	0	0	0	Liquid Lava Surface Block (<light>)
1645	149	0	0	0	Liquid Lava Surface Block (<light>)
1646	149	0	0	0	Liquid Lava Full Block (<light>)
1647	135	0	0	0	Bottomless Swamp Full Block (<light>)
1648	135	0	0	0	Bottomless Swamp Shallow Block (<light>)
1649	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1650	135	0	0	0	Bottomless Swamp Small Block (<light>)
1651	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1652	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1653	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1654	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1655	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1656	135	0	0	0	Bottomless Swamp Surface Block (<light>)
1657	135	0	0	0	Bottomless Swamp Full Block (<light>)
1658	136	0	0	0	Filthy Water Full Block (<light>)
1659	136	0	0	0	Filthy Water Shallow Block (<light>)
1660	136	0	0	0	Filthy Water Surface Block (<light>)
1661	136	0	0	0	Filthy Water Small Block (<light>)
1662	136	0	0	0	Filthy Water Surface Block (<light>)
1663	136	0	0	0	Filthy Water Surface Block (<light>)
1664	136	0	0	0	Filthy Water Surface Block (<light>)
1665	136	0	0	0	Filthy Water Surface Block (<light>)
1666	136	0	0	0	Filthy Water Surface Block (<light>)
1667	136	0	0	0	Filthy Water Surface Block (<light>)
1668	136	0	0	0	Filthy Water Full Block (<light>)
1669	152	0	0	0	Sea Water Full Block (<light>)
1670	152	0	0	0	Sea Water Shallow Block (<light>)
1671	152	0	0	0	Sea Water Surface Block (<light>)
1672	152	0	0	0	Sea Water Small Block (<light>)
1673	152	0	0	0	Sea Water Surface Block (<light>)
1674	152	0	0	0	Sea Water Surface Block (<light>)
1675	152	0	0	0	Sea Water Surface Block (<light>)
1676	152	0	0	0	Sea Water Surface Block (<light>)
1677	152	0	0	0	Sea Water Surface Block (<light>)
1678	152	0	0	0	Sea Water Surface Block (<light>)
1679	152	0	0	0	Sea Water Full Block (<light>)
1680	153	0	0	0	Plasma Full Block (<light>)
1681	153	0	0	0	Plasma Shallow Block (<light>)
1682	153	0	0	0	Plasma Surface Block (<light>)
1683	153	0	0	0	Plasma Small Block (<light>)
1684	153	0	0	0	Plasma Surface Block (<light>)
1685	153	0	0	0	Plasma Surface Block (<light>)
1686	153	0	0	0	Plasma Surface Block (<light>)
1687	153	0	0	0	Plasma Surface Block (<light>)
1688	153	0	0	0	Plasma Surface Block (<light>)
1689	153	0	0	0	Plasma Surface Block (<light>)
1690	153	0	0	0	Plasma Full Block (<light>)
1691	263	3	0	0	Item (Light)
1692	101	3	0	0	Clear Water Full Block (<block>)
1693	101	3	0	0	Clear Water Shallow Block (<block>)
1694	101	3	0	0	Clear Water Surface Block (<block>)
1695	101	3	0	0	Clear Water Small Block (<block>)
1696	101	3	0	0	Clear Water Surface Block (<block>)
1697	101	3	0	0	Clear Water Surface Block (<block>)
1698	101	3	0	0	Clear Water Surface Block (<block>)
1699	101	3	0	0	Clear Water Surface Block (<block>)
1700	101	3	0	0	Clear Water Surface Block (<block>)
1701	101	3	0	0	Clear Water Surface Block (<block>)
1702	101	3	0	0	Clear Water Full Block (<block>)
1703	139	3	0	0	Hot Water Full Block (<block>)
1704	139	3	0	0	Hot Water Shallow Block (<block>)
1705	139	3	0	0	Hot Water Surface Block (<block>)
1706	139	3	0	0	Hot Water Small Block (<block>)
1707	139	3	0	0	Hot Water Surface Block (<block>)
1708	139	3	0	0	Hot Water Surface Block (<block>)
1709	139	3	0	0	Hot Water Surface Block (<block>)
1710	139	3	0	0	Hot Water Surface Block (<block>)
1711	139	3	0	0	Hot Water Surface Block (<block>)
1712	139	3	0	0	Hot Water Surface Block (<block>)
1713	139	3	0	0	Hot Water Full Block (<block>)
1714	134	3	0	0	Poison Full Block (<block>)
1715	134	3	0	0	Poison Shallow Block (<block>)
1716	134	3	0	0	Poison Surface Block (<block>)
1717	134	3	0	0	Poison Small Block (<block>)
1718	134	3	0	0	Poison Surface Block (<block>)
1719	134	3	0	0	Poison Surface Block (<block>)
1720	134	3	0	0	Poison Surface Block (<block>)
1721	134	3	0	0	Poison Surface Block (<block>)
1722	134	3	0	0	Poison Surface Block (<block>)
1723	134	3	0	0	Poison Surface Block (<block>)
1724	134	3	0	0	Poison Full Block (<block>)
1725	149	3	0	0	Liquid Lava Full Block (<block>)
1726	149	3	0	0	Liquid Lava Shallow Block (<block>)
1727	149	3	0	0	Liquid Lava Surface Block (<block>)
1728	149	3	0	0	Liquid Lava Small Block (<block>)
1729	149	3	0	0	Liquid Lava Surface Block (<block>)
1730	149	3	0	0	Liquid Lava Surface Block (<block>)
1731	149	3	0	0	Liquid Lava Surface Block (<block>)
1732	149	3	0	0	Liquid Lava Surface Block (<block>)
1733	149	3	0	0	Liquid Lava Surface Block (<block>)
1734	149	3	0	0	Liquid Lava Surface Block (<block>)
1735	149	3	0	0	Liquid Lava Full Block (<block>)
1736	135	3	0	0	Bottomless Swamp Full Block (<block>)
1737	135	3	0	0	Bottomless Swamp Shallow Block (<block>)
1738	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1739	135	3	0	0	Bottomless Swamp Small Block (<block>)
1740	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1741	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1742	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1743	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1744	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1745	135	3	0	0	Bottomless Swamp Surface Block (<block>)
1746	135	3	0	0	Bottomless Swamp Full Block (<block>)
1747	136	3	0	0	Filthy Water Full Block (<block>)
1748	136	3	0	0	Filthy Water Shallow Block (<block>)
1749	136	3	0	0	Filthy Water Surface Block (<block>)
1750	136	3	0	0	Filthy Water Small Block (<block>)
1751	136	3	0	0	Filthy Water Surface Block (<block>)
1752	136	3	0	0	Filthy Water Surface Block (<block>)
1753	136	3	0	0	Filthy Water Surface Block (<block>)
1754	136	3	0	0	Filthy Water Surface Block (<block>)
1755	136	3	0	0	Filthy Water Surface Block (<block>)
1756	136	3	0	0	Filthy Water Surface Block (<block>)
1757	136	3	0	0	Filthy Water Full Block (<block>)
1758	152	3	0	0	Sea Water Full Block (<block>)
1759	152	3	0	0	Sea Water Shallow Block (<block>)
1760	152	3	0	0	Sea Water Surface Block (<block>)
1761	152	3	0	0	Sea Water Small Block (<block>)
1762	152	3	0	0	Sea Water Surface Block (<block>)
1763	152	3	0	0	Sea Water Surface Block (<block>)
1764	152	3	0	0	Sea Water Surface Block (<block>)
1765	152	3	0	0	Sea Water Surface Block (<block>)
1766	152	3	0	0	Sea Water Surface Block (<block>)
1767	152	3	0	0	Sea Water Surface Block (<block>)
1768	152	3	0	0	Sea Water Full Block (<block>)
1769	153	3	0	0	Plasma Full Block (<block>)
1770	153	3	0	0	Plasma Shallow Block (<block>)
1771	153	3	0	0	Plasma Surface Block (<block>)
1772	153	3	0	0	Plasma Small Block (<block>)
1773	153	3	0	0	Plasma Surface Block (<block>)
1774	153	3	0	0	Plasma Surface Block (<block>)
1775	153	3	0	0	Plasma Surface Block (<block>)
1776	153	3	0	0	Plasma Surface Block (<block>)
1777	153	3	0	0	Plasma Surface Block (<block>)
1778	153	3	0	0	Plasma Surface Block (<block>)
1779	153	3	0	0	Plasma Full Block (<block>)
1780	264	3	0	0	Item (Block)
1781	101	3	0	0	Clear Water Full Block (<door>)
1782	101	3	0	0	Clear Water Shallow Block (<door>)
1783	101	3	0	0	Clear Water Surface Block (<door>)
1784	101	3	0	0	Clear Water Small Block (<door>)
1785	101	3	0	0	Clear Water Surface Block (<door>)
1786	101	3	0	0	Clear Water Surface Block (<door>)
1787	101	3	0	0	Clear Water Surface Block (<door>)
1788	101	3	0	0	Clear Water Surface Block (<door>)
1789	101	3	0	0	Clear Water Surface Block (<door>)
1790	101	3	0	0	Clear Water Surface Block (<door>)
1791	101	3	0	0	Clear Water Full Block (<door>)
1792	139	3	0	0	Hot Water Full Block (<door>)
1793	139	3	0	0	Hot Water Shallow Block (<door>)
1794	139	3	0	0	Hot Water Surface Block (<door>)
1795	139	3	0	0	Hot Water Small Block (<door>)
1796	139	3	0	0	Hot Water Surface Block (<door>)
1797	139	3	0	0	Hot Water Surface Block (<door>)
1798	139	3	0	0	Hot Water Surface Block (<door>)
1799	139	3	0	0	Hot Water Surface Block (<door>)
1800	139	3	0	0	Hot Water Surface Block (<door>)
1801	139	3	0	0	Hot Water Surface Block (<door>)
1802	139	3	0	0	Hot Water Full Block (<door>)
1803	134	3	0	0	Poison Full Block (<door>)
1804	134	3	0	0	Poison Shallow Block (<door>)
1805	134	3	0	0	Poison Surface Block (<door>)
1806	134	3	0	0	Poison Small Block (<door>)
1807	134	3	0	0	Poison Surface Block (<door>)
1808	134	3	0	0	Poison Surface Block (<door>)
1809	134	3	0	0	Poison Surface Block (<door>)
1810	134	3	0	0	Poison Surface Block (<door>)
1811	134	3	0	0	Poison Surface Block (<door>)
1812	134	3	0	0	Poison Surface Block (<door>)
1813	134	3	0	0	Poison Full Block (<door>)
1814	149	3	0	0	Liquid Lava Full Block (<door>)
1815	149	3	0	0	Liquid Lava Shallow Block (<door>)
1816	149	3	0	0	Liquid Lava Surface Block (<door>)
1817	149	3	0	0	Liquid Lava Small Block (<door>)
1818	149	3	0	0	Liquid Lava Surface Block (<door>)
1819	149	3	0	0	Liquid Lava Surface Block (<door>)
1820	149	3	0	0	Liquid Lava Surface Block (<door>)
1821	149	3	0	0	Liquid Lava Surface Block (<door>)
1822	149	3	0	0	Liquid Lava Surface Block (<door>)
1823	149	3	0	0	Liquid Lava Surface Block (<door>)
1824	149	3	0	0	Liquid Lava Full Block (<door>)
1825	135	3	0	0	Bottomless Swamp Full Block (<door>)
1826	135	3	0	0	Bottomless Swamp Shallow Block (<door>)
1827	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1828	135	3	0	0	Bottomless Swamp Small Block (<door>)
1829	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1830	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1831	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1832	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1833	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1834	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1835	135	3	0	0	Bottomless Swamp Full Block (<door>)
1836	136	3	0	0	Filthy Water Full Block (<door>)
1837	136	3	0	0	Filthy Water Shallow Block (<door>)
1838	136	3	0	0	Filthy Water Surface Block (<door>)
1839	136	3	0	0	Filthy Water Small Block (<door>)
1840	136	3	0	0	Filthy Water Surface Block (<door>)
1841	136	3	0	0	Filthy Water Surface Block (<door>)
1842	136	3	0	0	Filthy Water Surface Block (<door>)
1843	136	3	0	0	Filthy Water Surface Block (<door>)
1844	136	3	0	0	Filthy Water Surface Block (<door>)
1845	136	3	0	0	Filthy Water Surface Block (<door>)
1846	136	3	0	0	Filthy Water Full Block (<door>)
1847	152	3	0	0	Sea Water Full Block (<door>)
1848	152	3	0	0	Sea Water Shallow Block (<door>)
1849	152	3	0	0	Sea Water Surface Block (<door>)
1850	152	3	0	0	Sea Water Small Block (<door>)
1851	152	3	0	0	Sea Water Surface Block (<door>)
1852	152	3	0	0	Sea Water Surface Block (<door>)
1853	152	3	0	0	Sea Water Surface Block (<door>)
1854	152	3	0	0	Sea Water Surface Block (<door>)
1855	152	3	0	0	Sea Water Surface Block (<door>)
1856	152	3	0	0	Sea Water Surface Block (<door>)
1857	152	3	0	0	Sea Water Full Block (<door>)
1858	153	3	0	0	Plasma Full Block (<door>)
1859	153	3	0	0	Plasma Shallow Block (<door>)
1860	153	3	0	0	Plasma Surface Block (<door>)
1861	153	3	0	0	Plasma Small Block (<door>)
1862	153	3	0	0	Plasma Surface Block (<door>)
1863	153	3	0	0	Plasma Surface Block (<door>)
1864	153	3	0	0	Plasma Surface Block (<door>)
1865	153	3	0	0	Plasma Surface Block (<door>)
1866	153	3	0	0	Plasma Surface Block (<door>)
1867	153	3	0	0	Plasma Surface Block (<door>)
1868	153	3	0	0	Plasma Full Block (<door>)
1869	265	3	0	0	Item (Door)
1870	101	3	0	0	Clear Water Full Block (<door>)
1871	101	3	0	0	Clear Water Shallow Block (<door>)
1872	101	3	0	0	Clear Water Surface Block (<door>)
1873	101	3	0	0	Clear Water Small Block (<door>)
1874	101	3	0	0	Clear Water Surface Block (<door>)
1875	101	3	0	0	Clear Water Surface Block (<door>)
1876	101	3	0	0	Clear Water Surface Block (<door>)
1877	101	3	0	0	Clear Water Surface Block (<door>)
1878	101	3	0	0	Clear Water Surface Block (<door>)
1879	101	3	0	0	Clear Water Surface Block (<door>)
1880	101	3	0	0	Clear Water Full Block (<door>)
1881	139	3	0	0	Hot Water Full Block (<door>)
1882	139	3	0	0	Hot Water Shallow Block (<door>)
1883	139	3	0	0	Hot Water Surface Block (<door>)
1884	139	3	0	0	Hot Water Small Block (<door>)
1885	139	3	0	0	Hot Water Surface Block (<door>)
1886	139	3	0	0	Hot Water Surface Block (<door>)
1887	139	3	0	0	Hot Water Surface Block (<door>)
1888	139	3	0	0	Hot Water Surface Block (<door>)
1889	139	3	0	0	Hot Water Surface Block (<door>)
1890	139	3	0	0	Hot Water Surface Block (<door>)
1891	139	3	0	0	Hot Water Full Block (<door>)
1892	134	3	0	0	Poison Full Block (<door>)
1893	134	3	0	0	Poison Shallow Block (<door>)
1894	134	3	0	0	Poison Surface Block (<door>)
1895	134	3	0	0	Poison Small Block (<door>)
1896	134	3	0	0	Poison Surface Block (<door>)
1897	134	3	0	0	Poison Surface Block (<door>)
1898	134	3	0	0	Poison Surface Block (<door>)
1899	134	3	0	0	Poison Surface Block (<door>)
1900	134	3	0	0	Poison Surface Block (<door>)
1901	134	3	0	0	Poison Surface Block (<door>)
1902	134	3	0	0	Poison Full Block (<door>)
1903	149	3	0	0	Liquid Lava Full Block (<door>)
1904	149	3	0	0	Liquid Lava Shallow Block (<door>)
1905	149	3	0	0	Liquid Lava Surface Block (<door>)
1906	149	3	0	0	Liquid Lava Small Block (<door>)
1907	149	3	0	0	Liquid Lava Surface Block (<door>)
1908	149	3	0	0	Liquid Lava Surface Block (<door>)
1909	149	3	0	0	Liquid Lava Surface Block (<door>)
1910	149	3	0	0	Liquid Lava Surface Block (<door>)
1911	149	3	0	0	Liquid Lava Surface Block (<door>)
1912	149	3	0	0	Liquid Lava Surface Block (<door>)
1913	149	3	0	0	Liquid Lava Full Block (<door>)
1914	135	3	0	0	Bottomless Swamp Full Block (<door>)
1915	135	3	0	0	Bottomless Swamp Shallow Block (<door>)
1916	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1917	135	3	0	0	Bottomless Swamp Small Block (<door>)
1918	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1919	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1920	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1921	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1922	135	3	0	0	Bottomless Swamp Surface Block (<door>)
1923	135	3	0	0	Bottomless Swamp Surface Block (<door>)
